ds,yhat,yhat_lower,yhat_upper,GPU
2026-05-01,114.89630764231465,81.94352446644704,145.92228290814018,Radeon RX 460
2026-06-01,105.91614779059117,72.85963598864923,138.53992970208876,Radeon RX 460
2026-07-01,145.24119487961036,113.86228151292899,179.09725649573184,Radeon RX 460
2026-08-01,101.23988632859853,68.89995936478309,134.01523528974994,Radeon RX 460
2026-09-01,95.27070071045743,64.02584407915646,126.70689510372047,Radeon RX 460
2026-10-01,135.59604637373218,103.87636383101739,169.03107814910896,Radeon RX 460
2026-11-01,88.59302434861188,52.436937442818355,122.69823648372893,Radeon RX 460
2026-12-01,85.62540732761651,54.176531424520554,117.40001418716771,Radeon RX 460
2027-01-01,88.92821007300668,56.10045014910068,119.03647833156187,Radeon RX 460
2027-02-01,79.9480502212761,47.77995569310708,113.28277750747847,Radeon RX 460
2027-03-01,76.98026764192976,45.24862178901029,108.78669735764844,Radeon RX 460
2027-04-01,116.30545960803043,85.7882940929471,149.33435170193187,Radeon RX 460
2027-05-01,72.30400617997405,42.26615088916926,106.2985815963359,Radeon RX 460
2027-06-01,66.33482056190985,33.6944469901668,98.62298184670293,Radeon RX 460
2027-07-01,106.66016622510818,75.48212676375228,139.05238885874607,Radeon RX 460
2027-08-01,59.65714419996194,28.381076698328467,90.82087214641925,Radeon RX 460
2027-09-01,99.98251054459068,67.437965606926,130.6769428494553,Radeon RX 460
2027-10-01,59.99232992435058,29.70495125823008,92.8246913604612,Radeon RX 460
2027-11-01,51.01217007259415,17.338327843272005,79.40385147940256,Radeon RX 460
2027-12-01,90.33721716175216,56.80309822203231,121.87656484592928,Radeon RX 460
2028-01-01,46.33590861067892,12.414238397511632,77.94730459399727,Radeon RX 460
2028-02-01,40.36672299255405,9.680035042137378,71.39524877269979,Radeon RX 460
2028-03-01,80.69192377875702,50.493709011224375,112.7941684822049,Radeon RX 460
2028-04-01,36.690615227777194,6.279786892592252,67.42884593197489,Radeon RX 460
2028-05-01,31.721583306838514,-3.4956883568807986,63.7259068936125,Radeon RX 460
2028-06-01,71.04677527276674,38.84084084058742,104.23469267599707,Radeon RX 460
2028-07-01,27.045321844927205,-6.144381731773644,59.116124138153815,Radeon RX 460
2028-08-01,21.07613622675125,-11.126321851748845,50.53406968075192,Radeon RX 460
2028-09-01,24.378938972202583,-6.641682832876382,56.742433466358314,Radeon RX 460
2028-10-01,14.398459864888013,-18.108846345208743,47.31475922061971,Radeon RX 460
2028-11-01,54.723826209499265,21.738321982196865,84.87767095530765,Radeon RX 460
2028-12-01,14.733645589276623,-14.418049375477002,46.19084813195213,Radeon RX 460
2029-01-01,5.753485737552843,-25.96977112387085,37.95692028403541,Radeon RX 460
2023-01-03,95.58734245524514,87.51342880896965,103.31500595286437,Radeon RX 550
